1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244
id,weight,year,sex,age,age_grp,region,gor,mastat,hushop,hhsize,lstage,nkids,parent,ch03,ch45,ch69,ch1015,qual,jbstat,jbrgsc,hoh,jbstathoh,fihhyr2,fihhyr_a,dfihhyr,dfihhyr_a,dfihhyrchg,dfihhyrchg_a,us,ustot,ustot_a,ustot_grp5,ustoty_a,ustotdy_a,ustoty_grp5,ustotdy_grp5,xpus,xpus_a,xpusy_a,xpusy_grp5,usn,usa,usb,usc,usd,use,usg,ush,usi,usj,tenure,tenure_grp2,tenure_grp3,huresp,hsval,hsval_a,reshsfall,mghave,intmg,mg1tot,mg1tot_a,mg1tot_grp5,mg1toty_a,mg1totdy_a,nequity,xpmg,xpmg_a,xpmgy_a,xpmgdy_a,xpmgy_grp5,xpmgdy_grp5,fixmg,fixmg09,fixpmg_a,fnxpmg_a,fixpmg09,fnxpmg09,changepmg,changepmg_a,fxuse1,fxuse2,fxuse3,fxuse4,fxuse5,fxuse6,pmguse1,pmguse2,pmguse3,pmguse4,pmguse5,pmguse6,pmguse7,pmguse8,xphsdf,xphpdf,billscc,xphdr1,xphdr2,xphdr3,xphdr4,xphdr5,xphdr6,xphdr7,xphdr8,xphdr9,xphdr10,xphdr11,xphdr12,xphdr13,xphdr14,xphdr15,xphdd1,xphdd2,xphdd3,xphdd4,xphdd5,xphdd6,xphdd7,xphdd8,xphdd9,xphdd10,xphdd11,xphdd12,xphdd13,xphdd14,hscntcr1,hscntcr2,hscntcr,hscrchg,saveamount,saveamount_a,saving,saving11,savebcs,savebcs1,savebcs2,savebcs3,savebcs4,savebcs5,savebcs6,savebcs7,savebcs8,savebcs9,savebcs10,savebcs11,savebcs12,savebcs13,desave11bcs1,desave11bcs2,desave11bcs3,desave11bcs4,desave11bcs5,desave11bcs6,save11bcs1,save11bcs2,save11bcs3,save11bcs4,save11bcs5,save11bcs6,save11bcs7,save11bcs8,save11bcs9,save11bcs10,save11bcs11,save11bcs12,spend,nvesttot,nvesttot_a,othassets,debtconc,debtconc_act1,debtconc_act2,debtconc_act3,debtconc_act4,debtconc_act5,debtconc_act6,debtconc_act7,chdebtconc,pubsecty,fisc_conc1,fisc_conc2,fisc_conc3,fisc_conc4,fisc_conc5,fisc_conc6,fisc_conc7,fisc_conc8,fisc_conc9,fisc_act1,fisc_act2,fisc_act3,fisc_act4,fisc_act5,fisc_act6,fisc_act7,fisc_act8,fisc_act9,fisc_impact1,fisc_impact2,fisc_impact3,fisc_impact4,fisc_impact5,fisc_impact6,fisc_impact7,fisc_impact8,fisc11_act1,fisc11_act2,fisc11_act3,fisc11_act4,fisc11_act5,fisc11_act6,fisc11_conc1,fisc11_conc2,fisc11_conc3,fisc11_conc4,fisc11_conc5,fisc11_conc6,fisc11_conc7,fisc11_conc8,fisc_likact1,fisc_likact2,fisc_likact3,fisc_likact4,fisc_likact5,fisc_likact6,forebearsec1,forebearsec2,forebearsec3,forebearsec4,forebearsec5,forebearsec6,forebearsec7,forebearsec8,forebeareffsec,brrise,forebearunsec1,forebearunsec2,forebearunsec3,forebearunsec4,forebearunsec5,forebeareffunsec,uncert,uncertch
56,0.884,2006,female,40,35-44,South West,,marrried or couple,no,4,,2,,no,no,yes,,,in paid employ,C1,yes,in paid employ,,50000,,,,,no,not applicable,not applicable,not applicable,0,,0,,not applicable,0,0,,0,no,no,no,no,no,no,no,no,no,mortgagor,owner,mortgagor,yes,"£230,000-£249,999",240000,,yes,,"£170,000-£189,999",180000,">£150,000",3.599999905,,,£850-£899,875,0.209999993,,0.2-0.35,,,,,,,,,,,,,,,,,,,,,,,,yes,not applicable,,no,no,no,no,no,no,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,0.909,2006,female,46,45-54,E Midlands,,widowed/divorced/separated,yes,1,,0,,no,no,no,,,long-term sick/disab,E,yes,long-term sick/disab,,refused,,,,,no,not applicable,not applicable,not applicable,not applicable,,not applicable,,not applicable,0,not applicable,,0,no,no,no,no,no,no,no,no,no,private rented,renter,renter,not applicable,not applicable,0,,no,,not applicable,0,0,not applicable,,,not applicable,0,not applicable,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,not applicable,not applicable,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,no,no,no,don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,1.481,2006,female,32,25-34,South East,,marrried or couple,no,3,,1,,no,yes,no,,,in paid employ,C1,no,in paid employ,,not applicable,,,,,yes,"£10,000-19,999",15000,"£10,000-£19,999",not applicable,,not applicable,,£220-£229,250,not applicable,,3,no,yes,yes,no,no,no,no,no,yes,mortgagor,owner,mortgagor,yes,"£210,000-£229,999",220000,,yes,,"£100,000-£109,999",105000,"£90,000-£149,999",not applicable,,,£500-£549,525,not applicable,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,no,somewhat,,yes,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,yes,no,yes,easier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,0.391,2006,male,51,45-54,Wales,,widowed/divorced/separated,yes,2,,1,,no,no,no,,,unemployed,E,yes,unemployed,,refused,,,,,yes,"£3,000-3,499",3250,"£1,000-£4,999",not applicable,,not applicable,,£10-£19,15,not applicable,,3,no,no,no,yes,yes,no,yes,no,no,local authority rented,renter,renter,not applicable,not applicable,0,,no,,not applicable,0,0,not applicable,,,not applicable,0,not applicable,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,not applicable,somewhat,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,1.01,2006,male,34,25-34,W Midlands,,widowed/divorced/separated,yes,5+,,3,,no,yes,yes,,,something else,E,yes,something else,,refused,,,,,refused,not applicable,not applicable,not applicable,not applicable,,not applicable,,not applicable,not applicable,not applicable,,refused,refused,refused,refused,refused,refused,refused,refused,refused,refused,mortgagor,owner,mortgagor,no,not applicable,not applicable,,yes,,not applicable,not applicable,not applicable,not applicable,,,not applicable,not applicable,not applicable,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,not applicable,not applicable,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1.413,2006,female,77,65+,South East,,marrried or couple,no,2,,0,,no,no,no,,,self employed,D,yes,self employed,,refused,,,,,refused,not applicable,not applicable,not applicable,not applicable,,not applicable,,not applicable,not applicable,not applicable,,refused,refused,refused,refused,refused,refused,refused,refused,refused,refused,local authority rented,renter,renter,not applicable,not applicable,0,,no,,not applicable,0,0,not applicable,,,not applicable,0,not applicable,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,not applicable,not applicable,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,no,don't know,not applicable,the same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.913,2006,male,26,25-34,North West,,marrried or couple,yes,4,,2,,no,yes,yes,,,in paid employ,C1,no,in paid employ,,37500,,,,,no,not applicable,not applicable,not applicable,0,,0,,not applicable,0,0,,0,no,no,no,no,no,no,no,no,no,local authority rented,renter,renter,not applicable,not applicable,0,,no,,not applicable,0,0,0,,,not applicable,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,not applicable,not applicable,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,yes,no,yes,the same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,0.792,2006,male,28,25-34,Yorks&Humber,,marrried or couple,no,5+,,5+,,yes,yes,yes,,,something else,D,no,in paid employ,,not applicable,,,,,yes,£200-499,350,"<£1,000",not applicable,,not applicable,,£20-£29,25,not applicable,,3,no,yes,no,yes,yes,no,no,no,no,local authority rented,renter,renter,not applicable,not applicable,0,,no,,not applicable,0,0,not applicable,,,not applicable,0,not applicable,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,not applicable,no,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,0.954,2006,male,71,65+,Wales,,marrried or couple,yes,2,,0,,no,no,no,,,retired,C1,no,retired,,21250,,,,,no,not applicable,not applicable,not applicable,0,,0,,not applicable,0,0,,0,no,no,no,no,no,no,no,no,no,local authority rented,renter,renter,not applicable,not applicable,0,,no,,not applicable,0,0,0,,,not applicable,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,not applicable,not applicable,,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,no,yes,yes,don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
